[admin.py:29] - 2026-06-27 13:20:55,994 - INFO - isUserAdmin - CheckTokenMembership returned: True
[connectionpool.py:1062] - 2026-06-27 13:50:01,134 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:02,013 - DEBUG - https://discord.com:443 "POST /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 204 0
[connectionpool.py:1062] - 2026-06-27 13:50:02,019 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:02,567 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:02,570 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:03,132 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:03,142 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:03,678 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:03,682 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:04,222 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:04,226 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:04,838 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:04,960 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:05,510 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:05,575 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:06,124 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:06,131 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:06,668 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 200 None
[connectionpool.py:1062] - 2026-06-27 13:50:06,672 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:07,203 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:07,206 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:07,780 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:07,784 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:08,324 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:08,327 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:09,513 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 200 None
[connectionpool.py:1062] - 2026-06-27 13:50:09,517 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:10,259 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:10,266 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:10,794 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:10,799 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:11,405 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:11,409 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:11,952 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:12,127 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:13,044 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:13,048 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:13,591 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:13,595 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:14,134 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:14,139 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:14,694 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:15,443 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:15,964 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:50:16,095 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:16,652 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 200 None
[connectionpool.py:1062] - 2026-06-27 13:50:16,655 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:17,205 - DEBUG - https://discord.com:443 "GET /api/v6/users/@me/billing/payment-sources HTTP/1.1" 200 3
[connectionpool.py:1062] - 2026-06-27 13:50:17,209 - DEBUG - Starting new HTTPS connection (1): cdn.discordapp.com:443
[connectionpool.py:544] - 2026-06-27 13:50:17,770 - DEBUG - https://cdn.discordapp.com:443 "GET /avatars/1515382068152893470/c56865433f3781c93fc681d14668d6ba.gif HTTP/1.1" 415 126
[connectionpool.py:1062] - 2026-06-27 13:50:17,773 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:18,386 - DEBUG - https://discord.com:443 "POST /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 204 0
[connectionpool.py:1062] - 2026-06-27 13:50:18,389 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:18,931 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 200 None
[connectionpool.py:1062] - 2026-06-27 13:50:18,934 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:19,787 - DEBUG - https://discord.com:443 "GET /api/v6/users/@me/billing/payment-sources HTTP/1.1" 200 None
[connectionpool.py:1062] - 2026-06-27 13:50:19,790 - DEBUG - Starting new HTTPS connection (1): cdn.discordapp.com:443
[connectionpool.py:544] - 2026-06-27 13:50:20,319 - DEBUG - https://cdn.discordapp.com:443 "GET /avatars/1469689030143643710/d6925e91a14075afb0b0e45dbf08e8e2.gif HTTP/1.1" 415 126
[connectionpool.py:1062] - 2026-06-27 13:50:20,322 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:20,871 - DEBUG - https://discord.com:443 "POST /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 204 0
[Image.py:421] - 2026-06-27 13:50:20,894 - DEBUG - Importing PngImagePlugin
[connectionpool.py:1062] - 2026-06-27 13:50:20,933 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:50:21,872 - DEBUG - https://discord.com:443 "POST /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 200 None
[admin.py:29] - 2026-06-27 13:53:54,401 - INFO - isUserAdmin - CheckTokenMembership returned: True
[Image.py:421] - 2026-06-27 13:53:54,481 - DEBUG - Importing PngImagePlugin
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,500 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,500 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,500 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,500 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,500 - DEBUG - STREAM b'IDAT' 91 766
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,500 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,500 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,501 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,501 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,501 - DEBUG - STREAM b'IDAT' 91 601
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,501 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,501 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,501 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,501 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:53:54,501 - DEBUG - STREAM b'IDAT' 91 1063
[builder.pyw:433] - 2026-06-27 13:54:24,065 - INFO - Nome do arquivo obtido: T
[builder.pyw:402] - 2026-06-27 13:54:24,065 - INFO - Tipo de arquivo alterado: Opções de Arquivo
[builder.pyw:402] - 2026-06-27 13:54:24,065 - INFO - Tipo de arquivo alterado: Opções de Arquivo
[builder.pyw:433] - 2026-06-27 13:54:29,769 - INFO - Nome do arquivo obtido: T
[builder.pyw:399] - 2026-06-27 13:54:29,769 - INFO - Tipo de arquivo alterado: .py
[builder.pyw:454] - 2026-06-27 13:54:29,771 - INFO - Configuração alterada com sucesso
[builder.pyw:537] - 2026-06-27 13:54:30,068 - INFO - Sucesso ao ofuscar o arquivo: T.py
[builder.pyw:465] - 2026-06-27 13:54:30,633 - INFO - Arquivo inflado com sucesso: T.py
[builder.pyw:433] - 2026-06-27 13:54:38,585 - INFO - Nome do arquivo obtido: T
[builder.pyw:402] - 2026-06-27 13:54:38,585 - INFO - Tipo de arquivo alterado: pyinstaller
[builder.pyw:402] - 2026-06-27 13:54:38,585 - INFO - Tipo de arquivo alterado: pyinstaller
[builder.pyw:454] - 2026-06-27 13:54:38,587 - INFO - Configuração alterada com sucesso
[builder.pyw:537] - 2026-06-27 13:54:38,871 - INFO - Sucesso ao ofuscar o arquivo: T.py
[builder.pyw:500] - 2026-06-27 13:55:40,446 - INFO - Sucesso ao compilar T.exe com pyinstaller
[builder.pyw:465] - 2026-06-27 13:55:42,002 - INFO - Arquivo inflado com sucesso: T.exe
[builder.pyw:512] - 2026-06-27 13:55:42,015 - INFO - Diretório removido com sucesso: ./build
[builder.pyw:521] - 2026-06-27 13:55:42,015 - INFO - Arquivo removido com sucesso: ./tools/upx.exe
[builder.pyw:521] - 2026-06-27 13:55:42,016 - INFO - Arquivo removido com sucesso: ./T.py
[builder.pyw:521] - 2026-06-27 13:55:42,016 - INFO - Arquivo removido com sucesso: ./T.spec
[connectionpool.py:1062] - 2026-06-27 13:56:18,068 - DEBUG - Starting new HTTPS connection (1): api.ipify.org:443
[connectionpool.py:544] - 2026-06-27 13:56:18,575 - DEBUG - https://api.ipify.org:443 "GET / HTTP/1.1" 200 14
[<string>:64] - 2026-06-27 13:56:19,836 - INFO - Enviando webhook: https://discord.com/api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC
[connectionpool.py:1062] - 2026-06-27 13:56:19,838 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:20,627 - DEBUG - https://discord.com:443 "POST /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 200 None
[<string>:100] - 2026-06-27 13:56:20,629 - INFO - Webhook enviado com sucesso: 200
[connectionpool.py:1062] - 2026-06-27 13:56:20,635 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:21,299 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:21,303 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:21,940 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:21,949 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:22,987 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:22,992 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:23,624 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:23,629 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:24,369 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:25,079 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:25,979 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 200 None
[connectionpool.py:1062] - 2026-06-27 13:56:26,047 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:26,958 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:26,962 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:27,524 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:27,529 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:28,186 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:28,401 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:28,962 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:28,966 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:29,533 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:29,537 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:30,133 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:30,137 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:30,686 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:31,541 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:32,092 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:32,278 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:32,875 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 401 43
[connectionpool.py:1062] - 2026-06-27 13:56:32,884 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:33,527 - DEBUG - https://discord.com:443 "GET /api/v9/users/@me HTTP/1.1" 200 None
[connectionpool.py:1062] - 2026-06-27 13:56:33,530 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:34,156 - DEBUG - https://discord.com:443 "GET /api/v6/users/@me/billing/payment-sources HTTP/1.1" 200 3
[connectionpool.py:1062] - 2026-06-27 13:56:34,160 - DEBUG - Starting new HTTPS connection (1): cdn.discordapp.com:443
[connectionpool.py:544] - 2026-06-27 13:56:34,726 - DEBUG - https://cdn.discordapp.com:443 "GET /avatars/1515382068152893470/c56865433f3781c93fc681d14668d6ba.gif HTTP/1.1" 415 126
[connectionpool.py:1062] - 2026-06-27 13:56:34,729 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:35,333 - DEBUG - https://discord.com:443 "POST /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 204 0
[Image.py:421] - 2026-06-27 13:56:35,365 - DEBUG - Importing PngImagePlugin
[connectionpool.py:1062] - 2026-06-27 13:56:35,416 - DEBUG - Starting new HTTPS connection (1): discord.com:443
[connectionpool.py:544] - 2026-06-27 13:56:36,510 - DEBUG - https://discord.com:443 "POST /api/webhooks/1520469174596407417/bA-nx_QL4aP_ocbFXI2CVrOxpCurWjWakFkJuOm71zWzEbgXmnlHYwwsGQwa63H6R3rC HTTP/1.1" 200 None
[admin.py:29] - 2026-06-27 13:59:37,261 - INFO - isUserAdmin - CheckTokenMembership returned: True
[Image.py:421] - 2026-06-27 13:59:37,340 - DEBUG - Importing PngImagePlugin
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,359 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,360 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,360 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,360 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,360 - DEBUG - STREAM b'IDAT' 91 766
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,360 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,360 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,360 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,360 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,360 - DEBUG - STREAM b'IDAT' 91 601
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,361 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,361 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,361 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,361 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-27 13:59:37,361 - DEBUG - STREAM b'IDAT' 91 1063
[builder.pyw:433] - 2026-06-27 13:59:59,726 - INFO - Nome do arquivo obtido: qz
[builder.pyw:399] - 2026-06-27 13:59:59,726 - INFO - Tipo de arquivo alterado: .py
[builder.pyw:454] - 2026-06-27 13:59:59,728 - INFO - Configuração alterada com sucesso
[connectionpool.py:1062] - 2026-06-27 14:00:03,482 - DEBUG - Starting new HTTPS connection (1): api.ipify.org:443
[connectionpool.py:544] - 2026-06-27 14:00:03,953 - DEBUG - https://api.ipify.org:443 "GET / HTTP/1.1" 200 14
[qz.py:128] - 2026-06-27 14:00:04,170 - ERROR - Webhook inválido ou ausente em main(). Nenhum envio será feito.
[admin.py:29] - 2026-06-28 09:53:12,309 - INFO - isUserAdmin - CheckTokenMembership returned: True
[Image.py:421] - 2026-06-28 09:53:12,930 - DEBUG - Importing PngImagePlugin
[admin.py:29] - 2026-06-28 09:53:13,021 - INFO - isUserAdmin - CheckTokenMembership returned: True
[Image.py:421] - 2026-06-28 09:53:13,096 - DEBUG - Importing PngImagePlugin
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,131 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,131 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,131 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,131 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,131 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,131 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,131 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,131 - DEBUG - STREAM b'IDAT' 91 766
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,131 - DEBUG - STREAM b'IDAT' 91 766
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,132 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,132 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,132 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,132 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,132 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,132 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,132 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,132 - DEBUG - STREAM b'IDAT' 91 601
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,132 - DEBUG - STREAM b'IDAT' 91 601
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,133 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,133 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,133 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,133 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,133 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,133 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,133 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,133 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,133 - DEBUG - STREAM b'IDAT' 91 1063
[PngImagePlugin.py:204] - 2026-06-28 09:53:13,133 - DEBUG - STREAM b'IDAT' 91 1063
[admin.py:29] - 2026-06-28 09:59:44,026 - INFO - isUserAdmin - CheckTokenMembership returned: True
[Image.py:421] - 2026-06-28 09:59:44,107 - DEBUG - Importing PngImagePlugin
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,127 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,127 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,127 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,127 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,127 - DEBUG - STREAM b'IDAT' 91 766
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,128 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,128 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,128 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,128 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,128 - DEBUG - STREAM b'IDAT' 91 601
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,128 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,128 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,129 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,129 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-28 09:59:44,129 - DEBUG - STREAM b'IDAT' 91 1063
[admin.py:29] - 2026-06-28 10:06:45,453 - INFO - isUserAdmin - CheckTokenMembership returned: True
[Image.py:421] - 2026-06-28 10:06:45,526 - DEBUG - Importing PngImagePlugin
[PngImagePlugin.py:204] - 2026-06-28 10:06:45,544 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-28 10:06:45,544 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-28 10:06:45,544 - DEBUG - STREAM b'gAMA' 54 4
[PngImagePlugin.py:204] - 2026-06-28 10:06:45,545 - DEBUG - STREAM b'pHYs' 70 9
[PngImagePlugin.py:204] - 2026-06-28 10:06:45,545 - DEBUG - STREAM b'IDAT' 91 766
[PngImagePlugin.py:204] - 2026-06-28 10:06:45,545 - DEBUG - STREAM b'IHDR' 16 13
[PngImagePlugin.py:204] - 2026-06-28 10:06:45,545 - DEBUG - STREAM b'sRGB' 41 1
[PngImagePlugin.py:204] - 2026-06-28 10:06:45,545 - DEBUG - STREAM b'gAMA' 54 4
